event_idx,ticker,event_wall_ts,period,clock,description,event_type,scorer_side,scorer_label,points,pre_score,post_score,pre_diff_for_scorer,pre_capture_lag_ms,pre_yes_bid,pre_yes_ask,pre_mid,first_plus_1c_ms,first_plus_5c_ms,horizon_ms,post_capture_lag_ms,post_yes_bid,post_yes_ask,post_mid,mid_move,ask_move,bid_move
29,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:19:06.300000+00:00,2,10:14,O. Anunoby Free Throw 1 of 3 (7 PTS),freethrowmade,home,NYK,1,36-24,36-25,12.0,97.9951171875,0.35,0.36,0.355,,,10000,10153.052978515625,0.35,0.36,0.355,0.0,0.0,0.0
29,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:19:06.300000+00:00,2,10:14,O. Anunoby Free Throw 1 of 3 (7 PTS),freethrowmade,home,NYK,1,36-24,36-25,12.0,97.9951171875,0.35,0.36,0.355,,,60000,60007.928955078125,0.34,0.35,0.345,-0.010000000000000009,-0.010000000000000009,-0.009999999999999953
30,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:19:27.500000+00:00,2,10:14,O. Anunoby Free Throw 2 of 3 (8 PTS),freethrowmade,home,NYK,1,36-25,36-26,11.0,1.4140625,0.35,0.36,0.355,,,100,154.531982421875,0.35,0.36,0.355,0.0,0.0,0.0
30,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:19:27.500000+00:00,2,10:14,O. Anunoby Free Throw 2 of 3 (8 PTS),freethrowmade,home,NYK,1,36-25,36-26,11.0,1.4140625,0.35,0.36,0.355,,,250,259.823974609375,0.35,0.36,0.355,0.0,0.0,0.0
30,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:19:27.500000+00:00,2,10:14,O. Anunoby Free Throw 2 of 3 (8 PTS),freethrowmade,home,NYK,1,36-25,36-26,11.0,1.4140625,0.35,0.36,0.355,,,500,540.93603515625,0.35,0.36,0.355,0.0,0.0,0.0
30,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:19:27.500000+00:00,2,10:14,O. Anunoby Free Throw 2 of 3 (8 PTS),freethrowmade,home,NYK,1,36-25,36-26,11.0,1.4140625,0.35,0.36,0.355,,,1000,1015.362060546875,0.35,0.36,0.355,0.0,0.0,0.0
30,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:19:27.500000+00:00,2,10:14,O. Anunoby Free Throw 2 of 3 (8 PTS),freethrowmade,home,NYK,1,36-25,36-26,11.0,1.4140625,0.35,0.36,0.355,,,3000,3129.3349609375,0.35,0.36,0.355,0.0,0.0,0.0
30,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:19:27.500000+00:00,2,10:14,O. Anunoby Free Throw 2 of 3 (8 PTS),freethrowmade,home,NYK,1,36-25,36-26,11.0,1.4140625,0.35,0.36,0.355,,,10000,10022.80908203125,0.35,0.36,0.355,0.0,0.0,0.0
30,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:19:27.500000+00:00,2,10:14,O. Anunoby Free Throw 2 of 3 (8 PTS),freethrowmade,home,NYK,1,36-25,36-26,11.0,1.4140625,0.35,0.36,0.355,,,60000,60026.4541015625,0.33,0.34,0.335,-0.019999999999999962,-0.019999999999999962,-0.019999999999999962
31,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:19:45.300000+00:00,2,10:14,O. Anunoby Free Throw 3 of 3 (9 PTS),freethrowmade,home,NYK,1,36-26,36-27,10.0,17.325927734375,0.35,0.36,0.355,,,100,106.509033203125,0.35,0.36,0.355,0.0,0.0,0.0
31,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:19:45.300000+00:00,2,10:14,O. Anunoby Free Throw 3 of 3 (9 PTS),freethrowmade,home,NYK,1,36-26,36-27,10.0,17.325927734375,0.35,0.36,0.355,,,250,258.3330078125,0.35,0.36,0.355,0.0,0.0,0.0
31,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:19:45.300000+00:00,2,10:14,O. Anunoby Free Throw 3 of 3 (9 PTS),freethrowmade,home,NYK,1,36-26,36-27,10.0,17.325927734375,0.35,0.36,0.355,,,500,548.72607421875,0.35,0.36,0.355,0.0,0.0,0.0
31,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:19:45.300000+00:00,2,10:14,O. Anunoby Free Throw 3 of 3 (9 PTS),freethrowmade,home,NYK,1,36-26,36-27,10.0,17.325927734375,0.35,0.36,0.355,,,1000,1003.49609375,0.35,0.36,0.355,0.0,0.0,0.0
31,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:19:45.300000+00:00,2,10:14,O. Anunoby Free Throw 3 of 3 (9 PTS),freethrowmade,home,NYK,1,36-26,36-27,10.0,17.325927734375,0.35,0.36,0.355,,,3000,3065.527099609375,0.35,0.36,0.355,0.0,0.0,0.0
31,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:19:45.300000+00:00,2,10:14,O. Anunoby Free Throw 3 of 3 (9 PTS),freethrowmade,home,NYK,1,36-26,36-27,10.0,17.325927734375,0.35,0.36,0.355,,,10000,10060.94189453125,0.35,0.36,0.355,0.0,0.0,0.0
31,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:19:45.300000+00:00,2,10:14,O. Anunoby Free Throw 3 of 3 (9 PTS),freethrowmade,home,NYK,1,36-26,36-27,10.0,17.325927734375,0.35,0.36,0.355,,,60000,60116.555908203125,0.33,0.34,0.335,-0.019999999999999962,-0.019999999999999962,-0.019999999999999962
32,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:20:32.500000+00:00,2,10:03,S. Castle Free Throw 1 of 2 (8 PTS),freethrowmade,away,SAS,1,36-27,37-27,-9.0,15.131103515625,0.67,0.68,0.675,,,100,207.419921875,0.67,0.68,0.675,0.0,0.0,0.0
32,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:20:32.500000+00:00,2,10:03,S. Castle Free Throw 1 of 2 (8 PTS),freethrowmade,away,SAS,1,36-27,37-27,-9.0,15.131103515625,0.67,0.68,0.675,,,250,305.626953125,0.67,0.68,0.675,0.0,0.0,0.0
32,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:20:32.500000+00:00,2,10:03,S. Castle Free Throw 1 of 2 (8 PTS),freethrowmade,away,SAS,1,36-27,37-27,-9.0,15.131103515625,0.67,0.68,0.675,,,500,501.5830078125,0.67,0.68,0.675,0.0,0.0,0.0
32,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:20:32.500000+00:00,2,10:03,S. Castle Free Throw 1 of 2 (8 PTS),freethrowmade,away,SAS,1,36-27,37-27,-9.0,15.131103515625,0.67,0.68,0.675,,,1000,1074.257080078125,0.67,0.68,0.675,0.0,0.0,0.0
32,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:20:32.500000+00:00,2,10:03,S. Castle Free Throw 1 of 2 (8 PTS),freethrowmade,away,SAS,1,36-27,37-27,-9.0,15.131103515625,0.67,0.68,0.675,,,3000,3136.486083984375,0.67,0.68,0.675,0.0,0.0,0.0
32,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:20:32.500000+00:00,2,10:03,S. Castle Free Throw 1 of 2 (8 PTS),freethrowmade,away,SAS,1,36-27,37-27,-9.0,15.131103515625,0.67,0.68,0.675,,,10000,10075.80908203125,0.67,0.68,0.675,0.0,0.0,0.0
32,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:20:32.500000+00:00,2,10:03,S. Castle Free Throw 1 of 2 (8 PTS),freethrowmade,away,SAS,1,36-27,37-27,-9.0,15.131103515625,0.67,0.68,0.675,,,60000,60155.071044921875,0.65,0.66,0.655,-0.020000000000000018,-0.020000000000000018,-0.020000000000000018
33,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:20:32.500000+00:00,2,10:03,S. Castle Free Throw 2 of 2 (9 PTS),freethrowmade,away,SAS,1,37-27,38-27,-10.0,15.131103515625,0.67,0.68,0.675,,,100,207.419921875,0.67,0.68,0.675,0.0,0.0,0.0
33,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:20:32.500000+00:00,2,10:03,S. Castle Free Throw 2 of 2 (9 PTS),freethrowmade,away,SAS,1,37-27,38-27,-10.0,15.131103515625,0.67,0.68,0.675,,,250,305.626953125,0.67,0.68,0.675,0.0,0.0,0.0
33,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:20:32.500000+00:00,2,10:03,S. Castle Free Throw 2 of 2 (9 PTS),freethrowmade,away,SAS,1,37-27,38-27,-10.0,15.131103515625,0.67,0.68,0.675,,,500,501.5830078125,0.67,0.68,0.675,0.0,0.0,0.0
33,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:20:32.500000+00:00,2,10:03,S. Castle Free Throw 2 of 2 (9 PTS),freethrowmade,away,SAS,1,37-27,38-27,-10.0,15.131103515625,0.67,0.68,0.675,,,1000,1074.257080078125,0.67,0.68,0.675,0.0,0.0,0.0
33,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:20:32.500000+00:00,2,10:03,S. Castle Free Throw 2 of 2 (9 PTS),freethrowmade,away,SAS,1,37-27,38-27,-10.0,15.131103515625,0.67,0.68,0.675,,,3000,3136.486083984375,0.67,0.68,0.675,0.0,0.0,0.0
33,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:20:32.500000+00:00,2,10:03,S. Castle Free Throw 2 of 2 (9 PTS),freethrowmade,away,SAS,1,37-27,38-27,-10.0,15.131103515625,0.67,0.68,0.675,,,10000,10075.80908203125,0.67,0.68,0.675,0.0,0.0,0.0
33,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:20:32.500000+00:00,2,10:03,S. Castle Free Throw 2 of 2 (9 PTS),freethrowmade,away,SAS,1,37-27,38-27,-10.0,15.131103515625,0.67,0.68,0.675,,,60000,60155.071044921875,0.65,0.66,0.655,-0.020000000000000018,-0.020000000000000018,-0.020000000000000018
34,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:21:23.100000+00:00,2,9:41,J. Alvarado 11' pullup Jump Shot (4 PTS),twopointmade,home,NYK,2,38-27,38-29,11.0,78.216064453125,0.33,0.34,0.335,,,100,136.51904296875,0.33,0.34,0.335,0.0,0.0,0.0
34,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:21:23.100000+00:00,2,9:41,J. Alvarado 11' pullup Jump Shot (4 PTS),twopointmade,home,NYK,2,38-27,38-29,11.0,78.216064453125,0.33,0.34,0.335,,,250,259.919921875,0.33,0.34,0.335,0.0,0.0,0.0
34,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:21:23.100000+00:00,2,9:41,J. Alvarado 11' pullup Jump Shot (4 PTS),twopointmade,home,NYK,2,38-27,38-29,11.0,78.216064453125,0.33,0.34,0.335,,,500,501.18896484375,0.33,0.34,0.335,0.0,0.0,0.0
34,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:21:23.100000+00:00,2,9:41,J. Alvarado 11' pullup Jump Shot (4 PTS),twopointmade,home,NYK,2,38-27,38-29,11.0,78.216064453125,0.33,0.34,0.335,,,1000,1044.43505859375,0.33,0.34,0.335,0.0,0.0,0.0
34,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:21:23.100000+00:00,2,9:41,J. Alvarado 11' pullup Jump Shot (4 PTS),twopointmade,home,NYK,2,38-27,38-29,11.0,78.216064453125,0.33,0.34,0.335,,,3000,3044.64501953125,0.33,0.34,0.335,0.0,0.0,0.0
34,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:21:23.100000+00:00,2,9:41,J. Alvarado 11' pullup Jump Shot (4 PTS),twopointmade,home,NYK,2,38-27,38-29,11.0,78.216064453125,0.33,0.34,0.335,,,10000,10075.89111328125,0.34,0.35,0.345,0.009999999999999953,0.009999999999999953,0.010000000000000009
34,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:21:23.100000+00:00,2,9:41,J. Alvarado 11' pullup Jump Shot (4 PTS),twopointmade,home,NYK,2,38-27,38-29,11.0,78.216064453125,0.33,0.34,0.335,,,60000,60084.912109375,0.34,0.35,0.345,0.009999999999999953,0.009999999999999953,0.010000000000000009
35,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:22:14.400000+00:00,2,9:41,K. Towns Free Throw 1 of 1 (3 PTS),freethrowmade,home,NYK,1,38-29,38-30,9.0,52.051025390625,0.34,0.35,0.345,,,100,206.256103515625,0.34,0.35,0.345,0.0,0.0,0.0
35,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:22:14.400000+00:00,2,9:41,K. Towns Free Throw 1 of 1 (3 PTS),freethrowmade,home,NYK,1,38-29,38-30,9.0,52.051025390625,0.34,0.35,0.345,,,250,267.260009765625,0.34,0.35,0.345,0.0,0.0,0.0
35,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:22:14.400000+00:00,2,9:41,K. Towns Free Throw 1 of 1 (3 PTS),freethrowmade,home,NYK,1,38-29,38-30,9.0,52.051025390625,0.34,0.35,0.345,,,500,551.60400390625,0.34,0.35,0.345,0.0,0.0,0.0
35,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:22:14.400000+00:00,2,9:41,K. Towns Free Throw 1 of 1 (3 PTS),freethrowmade,home,NYK,1,38-29,38-30,9.0,52.051025390625,0.34,0.35,0.345,,,1000,1006.705078125,0.34,0.35,0.345,0.0,0.0,0.0
35,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:22:14.400000+00:00,2,9:41,K. Towns Free Throw 1 of 1 (3 PTS),freethrowmade,home,NYK,1,38-29,38-30,9.0,52.051025390625,0.34,0.35,0.345,,,3000,3011.0859375,0.34,0.35,0.345,0.0,0.0,0.0
35,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:22:14.400000+00:00,2,9:41,K. Towns Free Throw 1 of 1 (3 PTS),freethrowmade,home,NYK,1,38-29,38-30,9.0,52.051025390625,0.34,0.35,0.345,,,10000,10026.22998046875,0.34,0.35,0.345,0.0,0.0,0.0
35,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:22:14.400000+00:00,2,9:41,K. Towns Free Throw 1 of 1 (3 PTS),freethrowmade,home,NYK,1,38-29,38-30,9.0,52.051025390625,0.34,0.35,0.345,,,60000,60003.64599609375,0.4,0.41,0.405,0.06000000000000005,0.06,0.06
36,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:22:27+00:00,2,9:34,S. Castle driving finger roll Layup (11 PTS),twopointmade,away,SAS,2,38-30,40-30,-8.0,1.593994140625,0.65,0.66,0.655,6529.905029296875,,100,101.035888671875,0.65,0.66,0.655,0.0,0.0,0.0
36,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:22:27+00:00,2,9:34,S. Castle driving finger roll Layup (11 PTS),twopointmade,away,SAS,2,38-30,40-30,-8.0,1.593994140625,0.65,0.66,0.655,6529.905029296875,,250,365.68896484375,0.65,0.66,0.655,0.0,0.0,0.0
36,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:22:27+00:00,2,9:34,S. Castle driving finger roll Layup (11 PTS),twopointmade,away,SAS,2,38-30,40-30,-8.0,1.593994140625,0.65,0.66,0.655,6529.905029296875,,500,500.2958984375,0.65,0.66,0.655,0.0,0.0,0.0
36,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:22:27+00:00,2,9:34,S. Castle driving finger roll Layup (11 PTS),twopointmade,away,SAS,2,38-30,40-30,-8.0,1.593994140625,0.65,0.66,0.655,6529.905029296875,,1000,1081.113037109375,0.65,0.66,0.655,0.0,0.0,0.0
36,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:22:27+00:00,2,9:34,S. Castle driving finger roll Layup (11 PTS),twopointmade,away,SAS,2,38-30,40-30,-8.0,1.593994140625,0.65,0.66,0.655,6529.905029296875,,3000,3009.7060546875,0.65,0.67,0.66,0.0050000000000000044,0.010000000000000009,0.0
36,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:22:27+00:00,2,9:34,S. Castle driving finger roll Layup (11 PTS),twopointmade,away,SAS,2,38-30,40-30,-8.0,1.593994140625,0.65,0.66,0.655,6529.905029296875,,10000,10002.7490234375,0.66,0.67,0.665,0.010000000000000009,0.010000000000000009,0.010000000000000009
36,KXNBAGAME-26JUN08SASNYK-SAS,2026-06-09 01:22:27+00:00,2,9:34,S. Castle driving finger roll Layup (11 PTS),twopointmade,away,SAS,2,38-30,40-30,-8.0,1.593994140625,0.65,0.66,0.655,6529.905029296875,,60000,60062.576904296875,0.57,0.58,0.575,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007
37,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:22:47.800000+00:00,2,9:12,J. Clarkson 3PT  (3 PTS) (O. Anunoby 1 AST),threepointmade,home,NYK,3,40-30,40-33,10.0,13.73291015625,0.33,0.34,0.335,753.27294921875,,100,102.513916015625,0.33,0.34,0.335,0.0,0.0,0.0
37,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:22:47.800000+00:00,2,9:12,J. Clarkson 3PT  (3 PTS) (O. Anunoby 1 AST),threepointmade,home,NYK,3,40-30,40-33,10.0,13.73291015625,0.33,0.34,0.335,753.27294921875,,250,288.550048828125,0.33,0.34,0.335,0.0,0.0,0.0
37,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:22:47.800000+00:00,2,9:12,J. Clarkson 3PT  (3 PTS) (O. Anunoby 1 AST),threepointmade,home,NYK,3,40-30,40-33,10.0,13.73291015625,0.33,0.34,0.335,753.27294921875,,500,504.4990234375,0.33,0.34,0.335,0.0,0.0,0.0
37,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:22:47.800000+00:00,2,9:12,J. Clarkson 3PT  (3 PTS) (O. Anunoby 1 AST),threepointmade,home,NYK,3,40-30,40-33,10.0,13.73291015625,0.33,0.34,0.335,753.27294921875,,1000,1082.659912109375,0.35,0.36,0.355,0.019999999999999962,0.019999999999999962,0.019999999999999962
37,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:22:47.800000+00:00,2,9:12,J. Clarkson 3PT  (3 PTS) (O. Anunoby 1 AST),threepointmade,home,NYK,3,40-30,40-33,10.0,13.73291015625,0.33,0.34,0.335,753.27294921875,,3000,3013.39306640625,0.36,0.37,0.365,0.02999999999999997,0.02999999999999997,0.02999999999999997
37,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:22:47.800000+00:00,2,9:12,J. Clarkson 3PT  (3 PTS) (O. Anunoby 1 AST),threepointmade,home,NYK,3,40-30,40-33,10.0,13.73291015625,0.33,0.34,0.335,753.27294921875,,10000,10100.943115234375,0.37,0.38,0.375,0.03999999999999998,0.03999999999999998,0.03999999999999998
37,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:22:47.800000+00:00,2,9:12,J. Clarkson 3PT  (3 PTS) (O. Anunoby 1 AST),threepointmade,home,NYK,3,40-30,40-33,10.0,13.73291015625,0.33,0.34,0.335,753.27294921875,,60000,60012.2890625,0.44,0.45,0.445,0.10999999999999999,0.10999999999999999,0.10999999999999999
38,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:23:24.700000+00:00,2,8:36,K. Towns 9' driving floating Jump Shot (5 PTS),twopointmade,home,NYK,2,40-33,40-35,7.0,11.94189453125,0.43,0.44,0.435,2441.93798828125,,100,114.2041015625,0.43,0.44,0.435,0.0,0.0,0.0
38,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:23:24.700000+00:00,2,8:36,K. Towns 9' driving floating Jump Shot (5 PTS),twopointmade,home,NYK,2,40-33,40-35,7.0,11.94189453125,0.43,0.44,0.435,2441.93798828125,,250,256.498046875,0.43,0.44,0.435,0.0,0.0,0.0
38,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:23:24.700000+00:00,2,8:36,K. Towns 9' driving floating Jump Shot (5 PTS),twopointmade,home,NYK,2,40-33,40-35,7.0,11.94189453125,0.43,0.44,0.435,2441.93798828125,,500,629.089111328125,0.43,0.44,0.435,0.0,0.0,0.0
38,KXNBAGAME-26JUN08SASNYK-NYK,2026-06-09 01:23:24.700000+00:00,2,8:36,K. Towns 9' driving floating Jump Shot (5 PTS),twopointmade,home,NYK,2,40-33,40-35,7.0,11.94189453125,0.43,0.44,0.435,2441.93798828125,,1000,1031.75390625,0.43,0.44,0.435,0.0,0.0,0.0
